val_loss,val_acc,loss,acc,lr
0.6695461273193359,0.8136792182922363,0.9931398013167774,0.8432936072349548,0.0010000000474974513
0.504958987236023,0.8426698446273804,0.5769342447981693,0.8698083758354187,0.0010000000474974513
0.18579602241516113,0.8796185851097107,0.4550523821860629,0.8815121650695801,0.0010000000474974513
0.52892005443573,0.8724672198295593,0.41185382407974663,0.880165696144104,0.0010000000474974513
0.5046383142471313,0.7973778247833252,0.3759313749470654,0.8868979811668396,0.0010000000474974513
0.7558492422103882,0.8390941619873047,0.35730722044676094,0.8870015740394592,0.0010000000474974513
0.5053772330284119,0.794994056224823,0.36966016834909465,0.8792335391044617,0.0010000000474974513
10.760004997253418,0.19845053553581238,0.34806874619130335,0.8803728818893433,0.0010000000474974513
0.790801465511322,0.799165666103363,0.31939322434207557,0.8935266733169556,0.0005000000237487257
0.3594895303249359,0.9088200330734253,0.3143242559983655,0.8924909234046936,0.0005000000237487257
0.41444388031959534,0.9094159603118896,0.3054688060919526,0.895805299282074,0.0005000000237487257
1.2663136720657349,0.7199046611785889,0.30827375690841974,0.8948731422424316,0.0005000000237487257
0.5721460580825806,0.8009535074234009,0.3028109794944633,0.8960124254226685,0.0005000000237487257
0.41886571049690247,0.8069130182266235,0.2999949774860657,0.8977731466293335,0.0005000000237487257
0.17605561017990112,0.8557807207107544,0.2990419511934564,0.8964267373085022,0.0005000000237487257
0.20685860514640808,0.9112038016319275,0.290478886703387,0.9032491445541382,0.0002500000118743628
0.7318788766860962,0.8754469752311707,0.2753359976690166,0.9044163227081299,0.0002500000118743628
0.2764976918697357,0.9100119471549988,0.2727748295931789,0.9046090245246887,0.0002500000118743628
0.201007679104805,0.916567325592041,0.2761345780494607,0.9039875864982605,0.0002500000118743628
0.48213866353034973,0.8927294611930847,0.2774431088608451,0.9038839936256409,0.0002500000118743628
0.28434887528419495,0.9100119471549988,0.26913228286695506,0.9073019027709961,0.0002500000118743628
0.16073651611804962,0.9141835570335388,0.27363115790623693,0.9075090885162354,0.0002500000118743628
0.06252983957529068,0.9225268363952637,0.27084414603363227,0.9074054956436157,0.0002500000118743628
2.6132309436798096,0.3140643537044525,0.27131150135840854,0.9040911197662354,0.0002500000118743628
0.3250349164009094,0.8873659372329712,0.2657134525751833,0.9114448428153992,0.0002500000118743628
1.4295448064804077,0.26162096858024597,0.2634025390980961,0.9099948406219482,0.0002500000118743628
0.41332438588142395,0.9177592396736145,0.2709583742577816,0.9078198075294495,0.0002500000118743628
0.38916662335395813,0.8867699503898621,0.26313408864155635,0.9107198119163513,0.0002500000118743628
0.4400923550128937,0.9171633124351501,0.2479205245863027,0.9155877828598022,0.0001250000059371814
0.4644886255264282,0.8194279074668884,0.2601179542441494,0.9114448428153992,0.0001250000059371814
0.21791207790374756,0.9153754711151123,0.24823876331038947,0.9195235371589661,0.0001250000059371814
0.47508493065834045,0.9290822148323059,0.2505107722831088,0.9162872433662415,0.0001250000059371814
0.14097751677036285,0.8903456330299377,0.24743164581751245,0.9194484949111938,0.0001250000059371814
0.3332213759422302,0.8969010710716248,0.24964819771060667,0.9182806611061096,0.0001250000059371814
0.5226117968559265,0.9183551669120789,0.2477615908133668,0.9169080853462219,0.0001250000059371814
0.39231252670288086,0.9266984462738037,0.2402730115606111,0.9214181900024414,0.0001250000059371814
0.14633971452713013,0.9201430082321167,0.24612320421397654,0.9184878468513489,0.0001250000059371814
0.23691102862358093,0.9159713983535767,0.24401763829309542,0.9165199398994446,9.999999747378752e-05
0.19490599632263184,0.9064362049102783,0.2378888931949172,0.9211807250976562,9.999999747378752e-05
0.26242104172706604,0.9266984462738037,0.24052071614564235,0.9197307229042053,9.999999747378752e-05
0.5715280175209045,0.9082241058349609,0.24310107784898463,0.9191092848777771,9.999999747378752e-05
0.16555075347423553,0.9326578974723816,0.24212664250942292,0.9201449751853943,9.999999747378752e-05
0.4290153980255127,0.8295590281486511,0.2329538677375839,0.925427258014679,9.999999747378752e-05
0.1529994010925293,0.918951153755188,0.24949055706849682,0.9154841899871826,9.999999747378752e-05
0.31269916892051697,0.899284839630127,0.23689749944494032,0.9200414419174194,9.999999747378752e-05
0.31599631905555725,0.9255065321922302,0.2325745752913726,0.9211807250976562,9.999999747378752e-05
0.17242082953453064,0.9106078743934631,0.23288660461902,0.9247022271156311,9.999999747378752e-05
0.4246121942996979,0.8957091569900513,0.24493963313436087,0.9201449751853943,9.999999747378752e-05
0.17896291613578796,0.9350417256355286,0.2371639245412067,0.9209735989570618,9.999999747378752e-05
0.2411855012178421,0.929678201675415,0.23916157970830976,0.9193164110183716,9.999999747378752e-05
