file_name,label,pred_label,pred_score
orca_orchive_bg-_00000_2003_136B_2700000_2703000.wav,noise,noise,0.01114867130915324
orca_orchive_bg-_00000_1987_001A_2010000_2013000.wav,noise,noise,0.033017496267954506
orca_orchive_bg-_00000_1987_001A_0870000_0873000.wav,noise,orca,0.9151767293612163
orca_orchive_bg-_00000_2009_011A_1800000_1803000.wav,noise,noise,0.3177940448125203
orca_orchive_bg-_00000_2009_012B_2700000_2703000.wav,noise,noise,0.012478331724802654
orca_orchive_bg-_00000_2009_012B_2550000_2553000.wav,noise,orca,0.5500500400861105
orca_orchive_bg-_00000_2009_002A_1560000_1563000.wav,noise,noise,0.1261995236078898
orca_orchive_bg-_00000_2005_033B_0570000_0573000.wav,noise,noise,0.00041640798250834144
orca_orchive_bg-_00000_1985_005A_0330000_0333000.wav,noise,noise,0.01224757234255473
orca_orchive_bg-_00000_1985_002B_1590000_1593000.wav,noise,noise,0.006622374057769775
orca_orchive_bg-_00000_1985_002B_1020000_1023000.wav,noise,noise,0.004454990228017172
orca_orchive_bg-_00000_2003_139B_1900000_1903000.wav,noise,noise,0.013147403796513874
orca_orchive_bg-_00000_2005_033B_0990000_0993000.wav,noise,noise,0.026828368504842125
orca_orchive_bg-_00000_2005_033B_2340000_2343000.wav,noise,noise,0.00045206149419148767
orca_orchive_bg-_00000_2009_005B_0030000_0033000.wav,noise,orca,0.5205874145030975
orca_orchive_bg-_00000_1985_003A_1965000_1968000.wav,noise,noise,0.0014254748821258545
orca_orchive_bg-_00000_2009_005B_1860000_1863000.wav,noise,noise,0.31270891427993774
orca_orchive_bg-_00000_1985_002B_2700000_2703000.wav,noise,noise,0.00036641955375671387
orca_orchive_bg-_00000_1987_001A_0300000_0303000.wav,noise,noise,0.0013193190097808838
orca_orchive_bg-_00000_2005_033B_1740000_1743000.wav,noise,noise,0.026870320240656533
orca_orchive_bg-_00000_1985_003A_0075000_0078000.wav,noise,noise,0.0005442400773366293
orca_orchive_bg-_00000_2003_002B_0000000_0003000.wav,noise,noise,0.0967332124710083
orca_orchive_bg-_00000_1985_002B_0525000_0528000.wav,noise,noise,0.005232085784276327
orca_orchive_bg-_00000_2009_012B_0390000_0393000.wav,noise,noise,0.3135591646035512
orca_orchive_bg-_00000_1987_001A_1635000_1638000.wav,noise,noise,0.0008709132671356201
orca_orchive_bg-_00000_2005_033B_0930000_0933000.wav,noise,noise,0.011880079905192057
orca_orchive_bg-_00000_1987_001A_2130000_2133000.wav,noise,noise,0.0019373695055643716
orca_orchive_bg-_00000_1985_005A_0855000_0858000.wav,noise,noise,0.004686226447423299
orca_orchive_bg-_00000_1985_002B_0705000_0708000.wav,noise,orca,0.8994446794191997
orca_orchive_bg-_00000_2009_011A_2460000_2463000.wav,noise,noise,0.33106793959935504
orca_orchive_bg-_00000_2009_002A_0240000_0243000.wav,noise,noise,0.013608088095982868
orca_orchive_bg-_00000_2009_005B_2670000_2673000.wav,noise,noise,0.3384961088498433
orca_orchive_bg-_00000_1985_003A_0735000_0738000.wav,noise,orca,0.9054833451906841
orca_orchive_bg-_00000_1985_002B_0990000_0993000.wav,noise,noise,0.0003915329774220785
orca_orchive_bg-_00000_1985_005A_1035000_1038000.wav,noise,noise,0.0026820898056030273
orca_orchive_bg-_00000_2003_138A_1600000_1603000.wav,noise,noise,0.00014272332191467285
orca_orchive_bg-_00000_2009_011A_0180000_0183000.wav,noise,noise,0.06285468737284343
orca_orchive_bg-_00000_2009_002A_0060000_0063000.wav,noise,noise,0.3469024399916331
orca_orchive_bg-_00000_2009_002A_0840000_0843000.wav,noise,noise,0.2766155997912089
orca_orchive_bg-_00000_1985_003A_2115000_2118000.wav,noise,noise,0.003413567940394083
orca_orchive_bg-_00000_2003_138A_2100000_2103000.wav,noise,noise,0.0003968079884847005
orca_orchive_bg-_00000_2009_011A_2190000_2193000.wav,noise,noise,0.07464581727981567
orca_orchive_bg-_00000_1990_001A_0615000_0618000.wav,noise,noise,0.02789283792177836
orca_orchive_bg-_00000_1985_005A_0300000_0303000.wav,noise,orca,0.9884178837140403
orca_orchive_bg-_00000_1985_003A_0285000_0288000.wav,noise,noise,0.0004037320613861084
orca_orchive_bg-_00000_1985_002B_1215000_1218000.wav,noise,noise,0.0015455285708109536
orca_orchive_bg-_00000_2003_138A_0600000_0603000.wav,noise,noise,0.00029841065406799316
orca_orchive_bg-_00000_1985_005A_0780000_0783000.wav,noise,noise,0.37372811635335285
orca_orchive_bg-_00000_2005_033B_0060000_0063000.wav,noise,noise,0.007186492284138997
orca_orchive_bg-_00000_1985_005A_0990000_0993000.wav,noise,noise,0.0002886354923248291
orca_orchive_bg-_00000_1985_002B_1980000_1983000.wav,noise,noise,0.009466727574666342
orca_orchive_bg-_00000_2009_003A_0210000_0213000.wav,noise,orca,0.6747756004333496
orca_orchive_bg-_00000_2003_138A_1500000_1503000.wav,noise,noise,0.0001887778441111247
orca_orchive_bg-_00000_1985_003A_2385000_2388000.wav,noise,noise,0.0006276766459147136
orca_orchive_bg-_00000_1990_001A_0330000_0333000.wav,noise,noise,0.0901580552260081
orca_orchive_bg-_00000_2005_033B_1110000_1113000.wav,noise,noise,0.0038466354211171465
orca_orchive_bg-_00000_1985_003A_0870000_0873000.wav,noise,noise,0.0017535289128621419
orca_orchive_bg-_00000_1985_005A_0420000_0423000.wav,noise,noise,0.0015792449315388999
orca_orchive_bg-_00000_1985_003A_2160000_2163000.wav,noise,noise,0.0011326869328816733
orca_orchive_bg-_00000_1985_003A_2625000_2628000.wav,noise,noise,0.0025504032770792646
orca_orchive_bg-_00000_1985_002B_2145000_2148000.wav,noise,noise,0.001459429661432902
orca_orchive_bg-_00000_2005_033B_0090000_0093000.wav,noise,noise,0.0005709230899810791
orca_orchive_bg-_00000_2003_002B_0900000_0903000.wav,noise,noise,0.03292898337046305
orca_orchive_bg-_00000_1985_002B_2025000_2028000.wav,noise,noise,0.0009167293707529703
orca_orchive_bg-_00000_2009_003A_1560000_1563000.wav,noise,noise,0.38029020031293237
orca_orchive_bg-_00000_2005_033B_1050000_1053000.wav,noise,noise,0.07096682985623678
orca_orchive_bg-_00000_2009_012B_1800000_1803000.wav,noise,noise,0.2118869125843048
orca_orchive_bg-_00000_2009_005B_2550000_2553000.wav,noise,noise,0.315426230430603
orca_orchive_bg-_00000_1987_001A_0930000_0933000.wav,noise,noise,0.003002762794494629
orca_orchive_bg-_00000_2005_033B_0240000_0243000.wav,noise,noise,0.0011661052703857422
orca_orchive_bg-_00000_1986_002B_1755000_1758000.wav,noise,noise,0.002000252405802409
orca_orchive_bg-_00000_2009_011A_2280000_2283000.wav,noise,noise,0.01639270782470703
orca_orchive_bg-_00000_1985_005A_0270000_0273000.wav,noise,noise,0.04412297407786052
orca_orchive_bg-_00000_2009_005B_0180000_0183000.wav,noise,noise,0.15108418464660645
orca_orchive_bg-_00000_2005_033B_2430000_2433000.wav,noise,orca,0.6809748808542887
orca_orchive_bg-_00000_1985_005A_1020000_1023000.wav,noise,noise,0.00640450914700826
orca_orchive_bg-_00000_2009_012B_0630000_0633000.wav,noise,noise,0.26997431119283044
orca_orchive_bg-_00000_1985_005A_0090000_0093000.wav,noise,orca,0.9686071872711182
orca_orchive_bg-_00000_2009_011A_1830000_1833000.wav,noise,noise,0.07745890816052756
orca_orchive_bg-_00000_2009_005B_2730000_2733000.wav,noise,noise,0.052764713764190674
orca_orchive_bg-_00000_2005_034B_0780000_0783000.wav,noise,noise,0.10171534617741902
orca_orchive_bg-_00000_1985_002B_0675000_0678000.wav,noise,noise,0.006662885348002115
orca_orchive_bg-_00000_1987_001A_0255000_0258000.wav,noise,noise,0.003983944654464722
orca_orchive_bg-_00000_1985_003A_2175000_2178000.wav,noise,noise,0.0007381737232208252
orca_orchive_bg-_00000_1985_003A_0810000_0813000.wav,noise,orca,0.9994804461797079
orca_orchive_bg-_00000_2003_002B_0400000_0403000.wav,noise,noise,0.009300559759140015
orca_orchive_bg-_00000_2009_011A_2070000_2073000.wav,noise,noise,0.031043489774068195
orca_orchive_bg-_00000_1985_002B_2640000_2643000.wav,noise,orca,0.6946762204170227
orca_orchive_bg-_00000_2003_139B_0600000_0603000.wav,noise,noise,0.44467581311861676
orca_orchive_bg-_00000_1985_002B_1095000_1098000.wav,noise,orca,0.9753758708635966
orca_orchive_bg-_00000_1987_001A_0210000_0213000.wav,noise,noise,0.00037670135498046875
orca_orchive_bg-_00000_1985_002B_2040000_2043000.wav,noise,orca,0.793038845062256
orca_orchive_bg-_00000_2003_138A_0700000_0703000.wav,noise,noise,0.0019427835941314697
orca_orchive_bg-_00000_1985_002B_1350000_1353000.wav,noise,noise,0.0020331144332885742
orca_orchive_bg-_00000_1985_005A_0015000_0018000.wav,noise,noise,0.011918882528940838
orca_orchive_bg-_00000_2003_139B_0900000_0903000.wav,noise,noise,0.27963395913441974
orca_orchive_bg-_00000_1985_002B_1710000_1713000.wav,noise,noise,0.3249475757280985
orca_orchive_bg-_00000_2003_139B_1100000_1103000.wav,noise,noise,0.018116970856984455
orca_orchive_bg-_00000_1985_005A_0960000_0963000.wav,noise,noise,0.008637299140294393
orca_orchive_bg-_00000_2005_033B_0270000_0273000.wav,noise,noise,0.0013606250286102295
orca_orchive_bg-_00000_1985_003A_1560000_1563000.wav,noise,noise,0.2234800060590108
orca_orchive_bg-_00000_1985_005A_0030000_0033000.wav,noise,noise,0.03203649322191874
orca_orchive_bg-_00000_2003_002B_1600000_1603000.wav,noise,noise,0.0006157557169596355
orca_orchive_bg-_00000_1985_002B_1125000_1128000.wav,noise,noise,0.0613048772017161
orca_orchive_bg-_00000_1985_003A_0480000_0483000.wav,noise,noise,0.0014132261276245117
orca_orchive_bg-_00000_1985_003A_2085000_2088000.wav,noise,noise,0.0018313626448313396
orca_orchive_bg-_00000_2003_136B_1700000_1703000.wav,noise,noise,0.0018702944119771323
orca_orchive_bg-_00000_1985_003A_0960000_0963000.wav,noise,noise,0.0003669659296671549
orca_orchive_bg-_00000_1985_002B_1050000_1053000.wav,noise,noise,0.0038719077905019126
orca_orchive_bg-_00000_1985_003A_1980000_1983000.wav,noise,orca,0.59280197819074
orca_orchive_bg-_00000_1985_002B_1080000_1083000.wav,noise,noise,0.04059629638989767
orca_orchive_bg-_00000_1985_005A_0075000_0078000.wav,noise,orca,0.6122706333796183
orca_orchive_bg-_00000_1985_005A_0060000_0063000.wav,noise,orca,0.9211618105570476
orca_orchive_bg-_00000_1985_005A_0180000_0183000.wav,noise,noise,9.20395056406657e-05
orca_orchive_bg-_00000_1985_003A_2055000_2058000.wav,noise,noise,0.0005278289318084717
orca_orchive_bg-_00000_2009_011A_0240000_0243000.wav,noise,noise,0.05402229229609172
orca_orchive_bg-_00000_2003_002B_0800000_0803000.wav,noise,noise,0.0005744198958079021
orca_orchive_bg-_00000_2005_034B_1020000_1023000.wav,noise,noise,0.036728501319885254
orca_orchive_bg-_00000_2009_005B_2610000_2613000.wav,noise,noise,0.15342223644256592
orca_orchive_bg-_00000_2003_139B_0800000_0803000.wav,noise,noise,0.4016223649183909
orca_orchive_bg-_00000_1987_001A_0915000_0918000.wav,noise,noise,0.0031833847363789873
orca_orchive_bg-_00000_1985_005A_0690000_0693000.wav,noise,noise,0.016140669584274292
orca_orchive_bg-_00000_1985_005A_0825000_0828000.wav,noise,noise,0.021216084559758507
orca_orchive_bg-_00000_1985_002B_2580000_2583000.wav,noise,orca,0.64895764986674
orca_orchive_bg-_00000_2009_002A_0270000_0273000.wav,noise,noise,0.00011645754178365073
orca_orchive_bg-_00000_1987_001A_0105000_0108000.wav,noise,noise,0.004884858926137288
orca_orchive_bg-_00000_2005_033B_0510000_0513000.wav,noise,noise,0.0008690257867177327
orca_orchive_bg-_00000_1985_003A_0885000_0888000.wav,noise,orca,0.9953648050626118
orca_orchive_bg-_00000_2003_139B_1200000_1203000.wav,noise,noise,0.03125105301539103
orca_orchive_bg-_00000_1987_001A_0885000_0888000.wav,noise,noise,0.0004414717356363932
orca_orchive_bg-_00000_1985_002B_0765000_0768000.wav,noise,noise,0.0007382432619730632
orca_orchive_bg-_00000_2009_005B_0090000_0093000.wav,noise,noise,0.16026616096496582
orca_orchive_bg-_00000_1985_002B_0750000_0753000.wav,noise,orca,0.6778695583343506
orca_orchive_bg-_00000_1985_003A_2445000_2448000.wav,noise,noise,0.0005935331185658773
orca_orchive_bg-_00000_1985_003A_0255000_0258000.wav,noise,noise,0.0002383589744567871
orca_orchive_bg-_00000_2003_138A_1100000_1103000.wav,noise,noise,0.00037329395612080896
orca_orchive_bg-_00000_1987_001A_0795000_0798000.wav,noise,noise,0.005723913510640463
orca_orchive_bg-_00000_2009_005B_1380000_1383000.wav,noise,noise,0.30339670181274414
orca_orchive_bg-_00000_2009_011A_1890000_1893000.wav,noise,noise,0.03943619132041931
orca_orchive_bg-_00000_2005_034B_0930000_0933000.wav,noise,noise,0.031005909045537315
orca_orchive_bg-_00000_2009_005B_2490000_2493000.wav,noise,noise,0.483894427617391
orca_orchive_bg-_00000_2003_138A_1200000_1203000.wav,noise,noise,0.0011486709117889406
orca_orchive_bg-_00000_1985_003A_1590000_1593000.wav,noise,noise,0.0006745954354604086
orca_orchive_bg-_00000_1985_003A_0915000_0918000.wav,noise,noise,0.0028899411360422773
orca_orchive_bg-_00000_1985_002B_1065000_1068000.wav,noise,noise,0.053591807683308915
orca_orchive_bg-_00000_2005_033B_0210000_0213000.wav,noise,orca,0.6418463389078776
orca_orchive_bg-_00000_2003_139B_1700000_1703000.wav,noise,noise,0.326470692952474
orca_orchive_bg-_00000_1985_002B_1620000_1623000.wav,noise,noise,0.002501259247461955
orca_orchive_bg-_00000_1985_002B_1155000_1158000.wav,noise,noise,0.1639034847418467
orca_orchive_bg-_00000_1985_005A_0480000_0483000.wav,noise,noise,0.010369112094243368
orca_orchive_bg-_00000_1987_001A_2145000_2148000.wav,noise,noise,0.002984672784805298
orca_orchive_bg-_00000_2009_005B_2700000_2703000.wav,noise,noise,0.3144501745700836
orca_orchive_bg-_00000_1985_002B_0540000_0543000.wav,noise,noise,0.000723580519358317
orca_orchive_bg-_00000_2003_139B_1000000_1003000.wav,noise,orca,0.9246501326560974
orca_orchive_bg-_00000_1985_005A_0135000_0138000.wav,noise,noise,0.0021474560101826983
orca_orchive_bg-_00000_2009_002A_0180000_0183000.wav,noise,noise,0.06809521714846294
orca_orchive_bg-_00000_2003_139B_1300000_1303000.wav,noise,orca,0.5874877274036407
orca_orchive_bg-_00000_1985_003A_2235000_2238000.wav,noise,noise,0.0005684097607930502
orca_orchive_bg-_00000_2009_003A_2610000_2613000.wav,noise,noise,0.0735982358455658
orca_orchive_bg-_00000_1985_005A_0150000_0153000.wav,noise,noise,0.012990683317184448
orca_orchive_bg-_00000_1985_005A_0870000_0873000.wav,noise,noise,0.006269534428914388
orca_orchive_bg-_00000_2009_011A_1470000_1473000.wav,noise,orca,0.5338678757349651
orca_orchive_bg-_00000_1985_002B_1995000_1998000.wav,noise,noise,0.06945799787839255
orca_orchive_bg-_00000_1987_001A_0150000_0153000.wav,noise,noise,0.007978727420171102
orca_orchive_bg-_00000_1985_002B_2670000_2673000.wav,noise,noise,0.07038498918215434
orca_orchive_bg-_00000_1985_003A_2100000_2103000.wav,noise,noise,0.000676254431406657
orca_orchive_bg-_00000_2009_012B_2640000_2643000.wav,noise,noise,0.3888374169667562
orca_orchive_bg-_00000_2009_005B_0060000_0063000.wav,noise,noise,0.08470064401626587
orca_orchive_bg-_00000_1985_002B_1290000_1293000.wav,noise,orca,0.9154799779256186
orca_orchive_bg-_00000_2009_005B_2580000_2583000.wav,noise,noise,0.08941092093785605
orca_orchive_bg-_00000_1985_003A_0390000_0393000.wav,noise,noise,0.0036044518152872724
orca_orchive_bg-_00000_1985_003A_1245000_1248000.wav,noise,noise,0.0006261467933654785
orca_orchive_bg-_00000_2005_034B_0330000_0333000.wav,noise,noise,0.11134501298268637
orca_orchive_bg-_00000_2009_003A_1530000_1533000.wav,noise,noise,0.19920626282691956
orca_orchive_bg-_00000_1985_003A_1905000_1908000.wav,noise,noise,0.00043326616287231445
orca_orchive_bg-_00000_2005_033B_0120000_0123000.wav,noise,noise,0.002354721228281657
orca_orchive_bg-_00000_2003_002B_2500000_2503000.wav,noise,noise,0.007672498623530069
orca_orchive_bg-_00000_1985_005A_0120000_0123000.wav,noise,noise,0.21430814266204837
orca_orchive_bg-_00000_1985_003A_0840000_0843000.wav,noise,orca,0.5983599424362183
orca_orchive_bg-_00000_2003_139B_0700000_0703000.wav,noise,noise,0.16024674971898395
orca_orchive_bg-_00000_2009_011A_2100000_2103000.wav,noise,orca,0.6486310760180155
orca_orchive_bg-_00000_2005_034B_1080000_1083000.wav,noise,noise,0.012324591477711994
orca_orchive_bg-_00000_1985_003A_0720000_0723000.wav,noise,noise,0.03998505075772603
orca_orchive_bg-_00000_2009_003A_0060000_0063000.wav,noise,noise,0.20213242371877035
orca_orchive_bg-_00000_2003_139B_1600000_1603000.wav,noise,noise,0.07946763435999553
orca_orchive_bg-_00000_1987_001A_0825000_0828000.wav,noise,noise,0.07347971200942993
orca_orchive_bg-_00000_1985_005A_0105000_0108000.wav,noise,noise,0.053611546754837036
orca_orchive_bg-_00000_2009_011A_2010000_2013000.wav,noise,noise,0.05171216527620952
orca_orchive_bg-_00000_2009_012B_2520000_2523000.wav,noise,noise,0.27231250206629437
orca_orchive_bg-_00000_2009_011A_0120000_0123000.wav,noise,noise,0.006943960984547933
orca_orchive_bg-_00000_1987_001A_2355000_2358000.wav,noise,noise,0.004201948642730713
orca_orchive_bg-_00000_2005_033B_0540000_0543000.wav,noise,orca,0.7560454209645588
orca_orchive_bg-_00000_2003_002B_1700000_1703000.wav,noise,noise,0.017571479082107544
orca_orchive_bg-_00000_2003_136B_0200000_0203000.wav,noise,noise,0.001782447099685669
orca_orchive_bg-_00000_1985_003A_2295000_2298000.wav,noise,noise,0.0030483702818552656
orca_orchive_bg-_00000_2003_139B_0500000_0503000.wav,noise,noise,0.2889296685655912
orca_orchive_bg-_00000_1987_001A_1965000_1968000.wav,noise,noise,0.0020634291286114603
