val_loss,val_acc,loss,acc
0.520602822303772,0.7945075631141663,0.5274494202636032,0.7898565530776978
0.4057573974132538,0.801152765750885,0.5026438039371511,0.7890251278877258
0.37595483660697937,0.7953890562057495,0.4919460578634793,0.7905840873718262
0.41668885946273804,0.7838616967201233,0.4704304143981561,0.7942215800285339
0.38154202699661255,0.8049951791763306,0.4602791773841773,0.8021201491355896
0.4720704257488251,0.8146013617515564,0.453457027171957,0.8048222661018372
0.3861728310585022,0.8117194771766663,0.448073829404779,0.8116815686225891
0.32316499948501587,0.801152765750885,0.4398644669428607,0.8152151107788086
0.362621545791626,0.8386167287826538,0.439717744862902,0.8134483695030212
0.3763292133808136,0.8366954922676086,0.4354172373073212,0.8173976540565491
0.3558740019798279,0.8453410267829895,0.4321645106156238,0.8188526034355164
0.29278796911239624,0.8376560807228088,0.4277408537002889,0.8206194043159485
0.3809020519256592,0.85014408826828,0.4283913424928876,0.8232176303863525
0.357571542263031,0.8347742557525635,0.4278235890418818,0.8240490555763245
0.475929319858551,0.839577317237854,0.43080824565872583,0.8215547800064087
0.30582869052886963,0.839577317237854,0.43044457083010074,0.8197879791259766
0.5006774067878723,0.8366954922676086,0.41952834817432016,0.8252962231636047
0.419795960187912,0.8357348442077637,0.43135614563387514,0.8232176303863525
0.44005492329597473,0.8357348442077637,0.42810725235339386,0.8211390376091003
0.3389755189418793,0.8539865612983704,0.42428708539834714,0.8244647979736328
0.27610132098197937,0.8424592018127441,0.4204388704410819,0.8300457000732422
0.5457100868225098,0.8328530192375183,0.42248765554990664,0.8257386684417725
0.31089985370635986,0.8578290343284607,0.41858824894894586,0.830180823802948
0.3072185516357422,0.8376560807228088,0.4211842054650234,0.8271669149398804
0.31834179162979126,0.8549471497535706,0.4262231635442768,0.8272708654403687
0.2831321358680725,0.8366954922676086,0.41771162555436286,0.8296611905097961
0.33405542373657227,0.8414985537528992,0.42516903704676157,0.8257119059562683
0.2654002904891968,0.8693563938140869,0.4203301868625055,0.827582597732544
0.28517240285873413,0.8424592018127441,0.41901868203280496,0.8289337158203125
0.4192042648792267,0.8463016152381897,0.42579390950744106,0.8246726393699646
0.39885595440864563,0.8386167287826538,0.41606853543981104,0.830180823802948
0.38661447167396545,0.851104736328125,0.4221787141479987,0.8249844312667847
0.31260383129119873,0.8549471497535706,0.40883427493489477,0.832467257976532
0.42232728004455566,0.8453410267829895,0.40719369146140494,0.8328830003738403
0.4187234044075012,0.8513257503509521,0.41623763451083634,0.827894389629364
0.396465003490448,0.8587896227836609,0.4220782036816992,0.8245686888694763
0.4223870038986206,0.8520653247833252,0.41136169678900747,0.83132404088974
0.3729288876056671,0.8549471497535706,0.4149641066919714,0.8279983401298523
0.26839113235473633,0.8578290343284607,0.4128845701332128,0.8340262174606323
0.2701151967048645,0.8463016152381897,0.41068973195723796,0.833922266960144
0.41015297174453735,0.8674351572990417,0.41736854950743885,0.8309083580970764
0.4193088114261627,0.851104736328125,0.4183552016762928,0.8283101320266724
0.3136601746082306,0.8414985537528992,0.4125821841057956,0.8298690319061279
0.4294838607311249,0.8587896227836609,0.4093239975679295,0.8343379497528076
0.28736889362335205,0.8520653247833252,0.4159943657880562,0.832467257976532
0.2797427177429199,0.8463016152381897,0.415381510734459,0.8271669149398804
0.24571523070335388,0.85014408826828,0.4112956862988826,0.8338183164596558
0.3437829911708832,0.8626320958137512,0.4062147250900237,0.8361710906028748
0.3601257801055908,0.8338136672973633,0.4202651915528404,0.8303162455558777
0.30778801441192627,0.8645533323287964,0.3983141629680034,0.8369361758232117
